Catalogue ID,Catalogue Number,Catalogue Description,User Defined Text Box1,UOMID
8408,WIM0001743,"Size: 1/2"" (Size: 15mm) Gasket, MONEL 400 WND EPTFE FILL MONEL 400 I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound O2 SERV.",4908,2
8409,WIM0001744,"Size: 1/2"" (Size: 15mm) Gasket, SOFT IRON RJ B16.20 CL1500 R OCTAGONAL",5035,2
8410,WIM0001745,"Size: 10"" (Size: 250mm) Gasket, 316 SS RJ B16.20 CL1500 R OCTAGONAL",5054,2
8411,WIM0001746,"Size: 10"" (Size: 250mm) Gasket, 316 SS RJ B16.20 CL2500 R OCTAGONAL",5064,2
8412,WIM0001747,"Size: 10"" (Size: 250mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R 316L SS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4928,2
8413,WIM0001748,"Size: 10"" (Size: 250mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4859,2
8414,WIM0001749,"Size: 10"" (Size: 250mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4860,2
8415,WIM0001750,"Size: 10"" (Size: 250mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4971,2
8416,WIM0001751,"Size: 10"" (Size: 250mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4840,2
8417,WIM0001752,"Size: 10"" (Size: 250mm) Gasket, EPDM FF B16.21 CL150 6MM thickness FULL FACE 60-70 SHORE A DUROMETER",5105,2
8418,WIM0001753,"Size: 10"" (Size: 250mm) Gasket, EPDM FF B16.21 CL300 6MM thickness FULL FACE 60-70 SHORE A DUROMETER",5104,2
8419,WIM0001754,"Size: 10"" (Size: 250mm) Gasket, MONEL 400 WND EPTFE FILL MONEL 400 I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound O2 SERV.",4916,2
8420,WIM0001755,"Size: 10"" (Size: 250mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",5025,2
8421,WIM0001756,"Size: 12"" (Size: 300mm) Gasket, 316 SS RJ B16.20 CL1500 R OCTAGONAL",5055,2
8422,WIM0001757,"Size: 12"" (Size: 300mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4864,2
8423,WIM0001758,"Size: 12"" (Size: 300mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4865,2
8424,WIM0001759,"Size: 12"" (Size: 300mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4940,2
8425,WIM0001760,"Size: 12"" (Size: 300mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4973,2
8426,WIM0001761,"Size: 12"" (Size: 300mm) Gasket, 4-6CR-1/2MO RJ B16.20 CL600 R OCTAGONAL",5017,2
8427,WIM0001762,"Size: 12"" (Size: 300mm) Gasket, EPDM FF B16.21 CL150 6MM thickness FULL FACE 60-70 SHORE A DUROMETER",5106,2
8428,WIM0001763,"Size: 12"" (Size: 300mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",5026,2
8429,WIM0001764,"Size: 14"" (Size: 350mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R 316L SS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4929,2
8430,WIM0001765,"Size: 14"" (Size: 350mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4866,2
8431,WIM0001766,"Size: 14"" (Size: 350mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4867,2
8432,WIM0001767,"Size: 14"" (Size: 350mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound O2 SERV.",4941,2
8433,WIM0001768,"Size: 14"" (Size: 350mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4974,2
8434,WIM0001769,"Size: 14"" (Size: 350mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4975,2
8435,WIM0001770,"Size: 14"" (Size: 350mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4976,2
8436,WIM0001771,"Size: 14"" (Size: 350mm) Gasket, 321 SS RJ B16.20 CL1500 R OCTAGONAL",5056,2
8437,WIM0001772,"Size: 14"" (Size: 350mm) Gasket, EPDM FF B16.21 CL150 6MM thickness FULL FACE 60-70 SHORE A DUROMETER",5107,2
8438,WIM0001773,"Size: 14"" (Size: 350mm) Gasket, EPDM FF B16.21 CL300 6MM thickness FULL FACE 60-70 SHORE A DUROMETER",5108,2
8439,WIM0001774,"Size: 14"" (Size: 350mm) Gasket, MONEL 400 WND EPTFE FILL MONEL 400 I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound O2 SERV.",4917,2
8440,WIM0001775,"Size: 14"" (Size: 350mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",5027,2
8441,WIM0001776,"Size: 16"" (Size: 400mm) Gasket, 316 SS RJ B16.20 CL1500 R OCTAGONAL",5057,2
8442,WIM0001777,"Size: 16"" (Size: 400mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4868,2
8443,WIM0001778,"Size: 16"" (Size: 400mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4869,2
8444,WIM0001779,"Size: 16"" (Size: 400mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4942,2
8445,WIM0001780,"Size: 16"" (Size: 400mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4978,2
8446,WIM0001781,"Size: 16"" (Size: 400mm) Gasket, 4-6CR-1/2MO RJ B16.20 CL900 R OCTAGONAL",5029,2
8447,WIM0001782,"Size: 16"" (Size: 400mm) Gasket, EPDM FF B16.21 CL150 7MM thickness FULL FACE 60-70 SHORE A DUROMETER",5110,2
8448,WIM0001783,"Size: 16"" (Size: 400mm) Gasket, EPDM FF B16.21 CL300 7MM thickness FULL FACE 60-70 SHORE A DUROMETER",5109,2
8449,WIM0001784,"Size: 16"" (Size: 400mm) Gasket, MONEL 400 WND EPTFE FILL MONEL 400 I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound O2 SERV.",4918,2
8450,WIM0001785,"Size: 16"" (Size: 400mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",5028,2
8451,WIM0001786,"Size: 18"" (Size: 450mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4870,2
8452,WIM0001787,"Size: 18"" (Size: 450mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4871,2
8454,WIM0001789,"Size: 18"" (Size: 450mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4980,2
8455,WIM0001790,"Size: 18"" (Size: 450mm) Gasket, EPDM FF B16.21 CL150 3MM thickness FLAT RING 60-70 SHORE A DUROMETER",5111,2
8456,WIM0001791,"Size: 18"" (Size: 450mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",5030,2
8457,WIM0001792,"Size: 2"" (Size: 50mm) Gasket, 316 SS RJ B16.20 CL1500 R OCTAGONAL",5046,2
8458,WIM0001793,"Size: 2"" (Size: 50mm) Gasket, 316 SS RJ B16.20 CL2500 R OCTAGONAL",5059,2
8459,WIM0001794,"Size: 2"" (Size: 50mm) Gasket, 316 SS WND FLEXIBLE GRAPHITE FILL 316 SS I/R 316 SS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4898,2
8460,WIM0001795,"Size: 2"" (Size: 50mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R 316L SS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4922,2
8461,WIM0001796,"Size: 2"" (Size: 50mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4877,2
8462,WIM0001797,"Size: 2"" (Size: 50mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4878,2
8463,WIM0001798,"Size: 2"" (Size: 50mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4934,2
8464,WIM0001799,"Size: 2"" (Size: 50mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4829,2
8465,WIM0001800,"Size: 2"" (Size: 50mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4831,2
8466,WIM0001801,"Size: 2"" (Size: 50mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4964,2
8467,WIM0001802,"Size: 2"" (Size: 50mm) Gasket, 321 SS RJ B16.20 CL1500 R OCTAGONAL",5047,2
8468,WIM0001803,"Size: 2"" (Size: 50mm) Gasket, 347 SS RJ B16.20 CL1500 R OCTAGONAL",5048,2
8469,WIM0001804,"Size: 2"" (Size: 50mm) Gasket, DPLX S31803 GRAPH FILL DPLX S31803 I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4881,2
8470,WIM0001805,"Size: 2"" (Size: 50mm) Gasket, DPLX S31803 GRAPH FILL DPLX S31803 I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4882,2
8471,WIM0001806,"Size: 2"" (Size: 50mm) Gasket, EPDM FF B16.21 CL150 4MM thickness FULL FACE 60-70 SHORE A DUROMETER",5089,2
8472,WIM0001807,"Size: 2"" (Size: 50mm) Gasket, EPDM FF B16.21 CL300 4MM thickness FULL FACE 60-70 SHORE A DUROMETER",5087,2
8473,WIM0001808,"Size: 2"" (Size: 50mm) Gasket, MONEL 400 WND EPTFE FILL MONEL 400 I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound O2 SERV.",4911,2
8474,WIM0001809,"Size: 2"" (Size: 50mm) Gasket, PTFE RF B16.21 CL150 3MM thickness FLAT RING",5088,2
8475,WIM0001810,"Size: 2"" (Size: 50mm) Gasket, PTFE RF B16.21 CL300 3MM thickness FLAT RING",5086,2
8476,WIM0001811,"Size: 2"" (Size: 50mm) Gasket, SOFT IRON RJ B16.20 CL1500 R OCTAGONAL",5045,2
8477,WIM0001812,"Size: 2"" (Size: 50mm) Gasket, SOFT IRON RJ B16.20 CL2500 R OCTAGONAL",5060,2
8478,WIM0001813,"Size: 20"" (Size: 500mm) Gasket, 316 SS WND FLEXIBLE GRAPHITE FILL 316 SS I/R 316 SS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4903,2
8479,WIM0001814,"Size: 20"" (Size: 500mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4872,2
8480,WIM0001815,"Size: 20"" (Size: 500mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4873,2
8481,WIM0001816,"Size: 20"" (Size: 500mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4944,2
8482,WIM0001817,"Size: 20"" (Size: 500mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4981,2
8483,WIM0001818,"Size: 20"" (Size: 500mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4982,2
8484,WIM0001819,"Size: 20"" (Size: 500mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4983,2
8485,WIM0001820,"Size: 20"" (Size: 500mm) Gasket, EPDM FF B16.21 CL150 7MM thickness FULL FACE 60-70 SHORE A DUROMETER",5112,2
8486,WIM0001821,"Size: 24"" (Size: 600mm) Gasket, 316 SS WND FLEXIBLE GRAPHITE FILL 316 SS I/R 316 SS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4904,2
8487,WIM0001822,"Size: 24"" (Size: 600mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4874,2
8488,WIM0001823,"Size: 24"" (Size: 600mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4875,2
8489,WIM0001824,"Size: 24"" (Size: 600mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4984,2
8490,WIM0001825,"Size: 24"" (Size: 600mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4985,2
8491,WIM0001826,"Size: 24"" (Size: 600mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4986,2
8492,WIM0001827,"Size: 24"" (Size: 600mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",5031,2
8493,WIM0001828,"Size: 26"" (Size: 650mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4946,2
8494,WIM0001829,"Size: 26"" (Size: 650mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4987,2
8495,WIM0001830,"Size: 28"" (Size: 700mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4947,2
8496,WIM0001831,"Size: 28"" (Size: 700mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 SR.B CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4948,2
8497,WIM0001832,"Size: 28"" (Size: 700mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4988,2
8498,WIM0001833,"Size: 28"" (Size: 700mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4989,2
8499,WIM0001834,"Size: 28"" (Size: 700mm) Gasket, EPDM FF B16.21 SR.B CL150 7MM thickness FULL FACE 60-70 SHORE A DUROMETER",5113,2
8500,WIM0001835,"Size: 28"" (Size: 700mm) Gasket, SOFT IRON RJ B16.20 SR.B CL900 R OCTAGONAL",5032,2
8501,WIM0001836,"Size: 3"" (Size: 80mm) Gasket, 304 SS RJ B16.20 CL900 R OCTAGONAL",5019,2
8502,WIM0001837,"Size: 3"" (Size: 80mm) Gasket, 316 SS RJ B16.20 CL1500 R OCTAGONAL",5050,2
8503,WIM0001838,"Size: 3"" (Size: 80mm) Gasket, 316 SS RJ B16.20 CL2500 R OCTAGONAL",5061,2
8504,WIM0001839,"Size: 3"" (Size: 80mm) Gasket, 316 SS WND FLEXIBLE GRAPHITE FILL 316 SS I/R 316 SS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4899,2
8505,WIM0001840,"Size: 3"" (Size: 80mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R 316L SS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4924,2
8506,WIM0001841,"Size: 3"" (Size: 80mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4849,2
8507,WIM0001842,"Size: 3"" (Size: 80mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4850,2
8508,WIM0001843,"Size: 3"" (Size: 80mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4935,2
8509,WIM0001844,"Size: 3"" (Size: 80mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4833,2
8510,WIM0001845,"Size: 3"" (Size: 80mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4834,2
8511,WIM0001846,"Size: 3"" (Size: 80mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4965,2
8512,WIM0001847,"Size: 3"" (Size: 80mm) Gasket, 321 SS RJ B16.20 CL900 R OCTAGONAL",5020,2
8513,WIM0001848,"Size: 3"" (Size: 80mm) Gasket, EPDM FF B16.21 CL150 3MM thickness FLAT RING 60-70 SHORE A DUROMETER",5093,2
8514,WIM0001849,"Size: 3"" (Size: 80mm) Gasket, EPDM FF B16.21 CL300 4MM thickness FULL FACE 60-70 SHORE A DUROMETER",5092,2
8515,WIM0001850,"Size: 3"" (Size: 80mm) Gasket, MONEL 400 WND EPTFE FILL MONEL 400 I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound O2 SERV.",4907,2
8516,WIM0001851,"Size: 3"" (Size: 80mm) Gasket, MONEL 400 WND EPTFE FILL MONEL 400 I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound O2 SERV.",4912,2
8517,WIM0001852,"Size: 3"" (Size: 80mm) Gasket, PTFE RF B16.21 CL150 3MM thickness FLAT RING",5090,2
8518,WIM0001853,"Size: 3"" (Size: 80mm) Gasket, PTFE RF B16.21 CL300 3MM thickness FLAT RING",5091,2
8519,WIM0001854,"Size: 3"" (Size: 80mm) Gasket, SOFT IRON RJ B16.20 CL1500 R OCTAGONAL",5049,2
8520,WIM0001855,"Size: 3"" (Size: 80mm) Gasket, SOFT IRON RJ B16.20 CL900 R OCTAGONAL",5018,2
8521,WIM0001856,"Size: 3/4"" (Size: 20mm) Gasket, 316 SS RJ B16.20 CL1500 R OCTAGONAL",5037,2
8522,WIM0001857,"Size: 3/4"" (Size: 20mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4844,2
8523,WIM0001858,"Size: 3/4"" (Size: 20mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4845,2
8524,WIM0001859,"Size: 3/4"" (Size: 20mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4931,2
8525,WIM0001860,"Size: 3/4"" (Size: 20mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4823,2
8526,WIM0001861,"Size: 3/4"" (Size: 20mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4824,2
8527,WIM0001862,"Size: 3/4"" (Size: 20mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4959,2
8528,WIM0001863,"Size: 3/4"" (Size: 20mm) Gasket, EPDM FF B16.21 CL150 3MM thickness FLAT RING 60-70 SHORE A DUROMETER",5076,2
8529,WIM0001864,"Size: 3/4"" (Size: 20mm) Gasket, MONEL 400 WND EPTFE FILL MONEL 400 I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound O2 SERV.",4909,2
8530,WIM0001865,"Size: 3/4"" (Size: 20mm) Gasket, SOFT IRON RJ B16.20 CL1500 R OCTAGONAL",5036,2
8531,WIM0001866,"Size: 30"" (Size: 750mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R 316L SS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4905,2
8532,WIM0001867,"Size: 30"" (Size: 750mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4949,2
8533,WIM0001868,"Size: 30"" (Size: 750mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 SR.B CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4950,2
8534,WIM0001869,"Size: 30"" (Size: 750mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4990,2
8535,WIM0001870,"Size: 30"" (Size: 750mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4991,2
8536,WIM0001871,"Size: 30"" (Size: 750mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4992,2
8537,WIM0001872,"Size: 30"" (Size: 750mm) Gasket, SOFT IRON RJ B16.20 SR.B CL900 R OCTAGONAL",5033,2
8538,WIM0001873,"Size: 32"" (Size: 800mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4993,2
8539,WIM0001874,"Size: 32"" (Size: 800mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4994,2
8540,WIM0001875,"Size: 32"" (Size: 800mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4995,2
8541,WIM0001876,"Size: 34"" (Size: 850mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4996,2
8542,WIM0001877,"Size: 36"" (Size: 900mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 SR.B CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4951,2
8543,WIM0001878,"Size: 36"" (Size: 900mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4952,2
8544,WIM0001879,"Size: 36"" (Size: 900mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 SR.B CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4953,2
8545,WIM0001880,"Size: 36"" (Size: 900mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4997,2
8546,WIM0001881,"Size: 36"" (Size: 900mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4998,2
8547,WIM0001882,"Size: 36"" (Size: 900mm) Gasket, EPDM FF B16.21 SR.B CL150 7MM thickness FULL FACE 60-70 SHORE A DUROMETER",5114,2
8548,WIM0001883,"Size: 38"" (Size: 950mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4999,2
8549,WIM0001884,"Size: 38"" (Size: 950mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",5000,2
8550,WIM0001885,"Size: 4"" (Size: 100mm) Gasket, 316 SS RJ B16.20 CL1500 R OCTAGONAL",5051,2
8551,WIM0001886,"Size: 4"" (Size: 100mm) Gasket, 316 SS WND FLEXIBLE GRAPHITE FILL 316 SS I/R 316 SS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4900,2
8552,WIM0001887,"Size: 4"" (Size: 100mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R 316L SS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4925,2
8553,WIM0001888,"Size: 4"" (Size: 100mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4851,2
8554,WIM0001889,"Size: 4"" (Size: 100mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4852,2
8555,WIM0001890,"Size: 4"" (Size: 100mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",4936,2
8556,WIM0001891,"Size: 4"" (Size: 100mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",4835,2
8557,WIM0001892,"Size: 4"" (Size: 100mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4836,2
